user_id,gender,age_group,join_date,region
user_106,F,20,2024-01-11 02:04:00,Incheon
user_107,F,30,2024-01-11 02:46:01,Gyeonggi
user_108,M,30,2024-01-11 04:15:36,Gyeonggi
user_109,M,50,2024-01-11 09:49:20,Gyeonggi
user_110,F,60+,2024-01-11 15:13:01,Daegu
user_111,M,50,2024-01-11 20:37:20,Gyeonggi
user_112,F,30,2024-01-11 23:34:04,Incheon
user_113,M,40,2024-01-12 03:04:35,Gyeonggi
user_114,M,20,2024-01-12 08:18:47,Seoul
user_115,F,30,2024-01-12 08:36:48,Incheon
user_116,M,40,2024-01-12 09:09:39,Incheon
user_117,F,30,2024-01-12 09:30:02,Daegu
user_118,F,40,2024-01-12 17:39:36,Seoul
user_119,F,30,2024-01-12 17:40:44,Seoul
user_120,M,20,2024-01-12 18:22:19,Busan
user_121,F,10,2024-01-12 18:27:24,Daegu
user_122,M,20,2024-01-12 20:04:16,Busan
user_123,F,40,2024-01-12 20:37:22,Seoul
user_124,F,50,2024-01-12 21:17:49,Incheon
user_125,F,30,2024-01-12 22:53:34,Gyeonggi
user_126,M,10,2024-01-13 01:24:30,Other
user_127,F,30,2024-01-13 09:02:18,Busan
user_128,F,10,2024-01-13 12:08:52,Busan
user_129,F,20,2024-01-13 12:29:58,Gyeonggi
user_130,M,20,2024-01-13 19:32:30,Busan
user_131,F,30,2024-01-13 19:37:35,Seoul
user_132,M,50,2024-01-13 23:09:27,Seoul
user_133,M,20,2024-01-13 23:55:16,Other
user_134,M,60+,2024-01-14 03:47:14,Incheon
user_135,M,30,2024-01-14 03:52:27,Busan
user_136,M,30,2024-01-14 08:34:33,Other
user_137,M,20,2024-01-14 08:52:57,Incheon
user_138,F,20,2024-01-14 09:22:58,Seoul
user_139,F,20,2024-01-14 09:23:29,Gyeonggi
user_140,F,50,2024-01-14 10:14:50,Gyeonggi
user_141,M,10,2024-01-14 13:18:12,Gyeonggi
user_142,M,30,2024-01-14 13:44:36,Seoul
user_143,M,40,2024-01-15 03:53:13,Other
user_144,M,50,2024-01-15 07:51:00,Seoul
user_145,M,20,2024-01-15 13:09:09,Seoul
user_146,F,60+,2024-01-15 17:37:05,Seoul
user_147,F,60+,2024-01-15 20:05:54,Seoul
user_148,M,10,2024-01-16 03:29:49,Gyeonggi
user_149,M,50,2024-01-16 06:45:47,Seoul
user_150,M,40,2024-01-16 07:00:58,Gyeonggi
user_151,F,30,2024-01-16 09:22:15,Daegu
user_152,F,30,2024-01-16 10:09:20,Daegu
user_153,M,40,2024-01-16 10:13:06,Daegu
user_154,F,30,2024-01-16 16:10:23,Busan
user_155,F,20,2024-01-16 17:07:39,Gyeonggi
user_156,M,10,2024-01-16 18:47:54,Gyeonggi
user_157,F,20,2024-01-16 20:48:17,Seoul
user_158,F,10,2024-01-16 22:45:05,Gyeonggi
user_159,F,50,2024-01-17 00:42:06,Busan
user_160,M,30,2024-01-17 04:55:12,Seoul
user_161,M,30,2024-01-17 06:02:27,Incheon
user_162,F,30,2024-01-17 07:15:03,Seoul
user_163,F,20,2024-01-17 08:18:10,Seoul
user_164,M,40,2024-01-17 13:14:22,Other
user_165,F,10,2024-01-17 19:23:53,Incheon
user_166,F,20,2024-01-17 22:55:45,Incheon
user_167,F,30,2024-01-18 01:41:23,Gyeonggi
user_168,M,30,2024-01-18 03:39:13,Gyeonggi
user_169,M,40,2024-01-18 13:25:23,Seoul
user_170,M,30,2024-01-18 14:20:18,Seoul
user_171,M,50,2024-01-18 14:58:44,Gyeonggi
user_172,M,60+,2024-01-18 16:14:33,Daegu
user_173,M,60+,2024-01-18 17:12:05,Other
user_174,F,50,2024-01-18 17:14:41,Seoul
user_175,F,50,2024-01-18 18:03:35,Gyeonggi
user_176,F,30,2024-01-18 18:13:11,Busan
user_177,F,20,2024-01-18 19:43:07,Gyeonggi
user_178,F,30,2024-01-18 20:58:33,Seoul
user_179,F,20,2024-01-18 22:32:05,Seoul
user_180,M,20,2024-01-19 01:15:28,Gyeonggi
user_181,F,20,2024-01-19 03:27:41,Gyeonggi
user_182,M,40,2024-01-19 08:26:58,Daegu
user_183,M,10,2024-01-19 08:43:11,Seoul
user_184,F,50,2024-01-19 14:04:58,Gyeonggi
user_185,M,20,2024-01-19 14:16:27,Other
user_186,M,40,2024-01-19 16:20:45,Daegu
user_187,M,20,2024-01-19 18:51:09,Gyeonggi
user_188,F,20,2024-01-19 23:24:16,Seoul
user_189,F,40,2024-01-20 01:31:16,Other
user_190,M,30,2024-01-20 04:10:56,Gyeonggi
user_191,F,40,2024-01-20 04:49:58,Daegu
user_192,M,30,2024-01-20 06:42:54,Gyeonggi
user_193,M,30,2024-01-20 07:50:55,Busan
user_194,M,30,2024-01-20 13:22:21,Seoul
user_195,M,50,2024-01-20 14:27:07,Gyeonggi
user_196,F,30,2024-01-20 14:28:04,Incheon
user_197,M,40,2024-01-20 16:18:44,Seoul
user_198,F,50,2024-01-20 19:11:08,Other
user_199,M,30,2024-01-20 19:30:50,Incheon
user_200,F,30,2024-01-20 19:42:45,Gyeonggi
user_201,M,50,2024-01-20 20:00:51,Seoul
user_202,M,30,2024-01-20 21:20:11,Other
user_203,F,30,2024-01-21 02:51:39,Gyeonggi
user_204,M,50,2024-01-21 03:51:17,Incheon
user_205,F,60+,2024-01-21 09:42:20,Seoul
user_206,M,10,2024-01-21 11:11:58,Seoul
user_207,M,50,2024-01-21 13:36:13,Busan
user_208,F,50,2024-01-21 16:07:01,Seoul
user_209,F,20,2024-01-21 17:34:43,Other
user_210,F,40,2024-01-21 17:51:41,Seoul
user_211,F,50,2024-01-21 19:15:24,Incheon
user_212,M,20,2024-01-21 19:47:43,Gyeonggi
user_213,M,60+,2024-01-21 20:43:16,Gyeonggi
user_214,F,50,2024-01-21 21:49:46,Incheon
user_215,M,50,2024-01-21 22:15:42,Gyeonggi
user_216,M,50,2024-01-21 23:07:37,Other
user_217,M,10,2024-01-22 03:26:40,Gyeonggi
user_218,F,20,2024-01-22 06:25:56,Gyeonggi
user_219,F,50,2024-01-22 08:49:00,Seoul
user_220,M,30,2024-01-22 10:09:52,Seoul
user_221,F,40,2024-01-22 11:07:47,Gyeonggi
user_222,F,30,2024-01-22 12:08:07,Other
user_223,F,30,2024-01-22 12:55:56,Other
user_224,M,30,2024-01-22 14:53:59,Gyeonggi
user_225,M,20,2024-01-22 15:32:38,Gyeonggi
user_226,M,10,2024-01-22 16:14:54,Incheon
user_227,M,20,2024-01-23 01:59:29,Other
user_228,F,30,2024-01-23 02:26:56,Seoul
user_229,F,30,2024-01-23 05:32:31,Busan
user_230,F,30,2024-01-23 08:42:29,Gyeonggi
user_231,M,40,2024-01-23 08:50:33,Seoul
user_232,F,20,2024-01-23 10:12:40,Daegu
user_233,F,30,2024-01-23 10:50:35,Incheon
user_234,F,50,2024-01-23 12:04:52,Daegu
user_235,M,30,2024-01-23 15:58:01,Gyeonggi
user_236,F,30,2024-01-23 23:42:53,Daegu
user_237,M,30,2024-01-24 01:36:11,Daegu
user_238,M,40,2024-01-24 03:47:28,Seoul
user_239,M,50,2024-01-24 10:08:47,Seoul
user_240,F,40,2024-01-24 10:25:13,Gyeonggi
user_241,M,40,2024-01-24 11:09:29,Gyeonggi
user_242,M,30,2024-01-24 11:43:11,Gyeonggi
user_243,F,30,2024-01-24 11:58:18,Daegu
user_244,F,30,2024-01-24 13:50:07,Seoul
user_245,F,10,2024-01-24 14:16:24,Gyeonggi
user_246,F,30,2024-01-24 14:25:23,Gyeonggi
user_247,M,40,2024-01-24 23:13:51,Busan
user_248,M,30,2024-01-24 23:21:57,Busan
user_249,F,30,2024-01-25 02:17:25,Incheon
user_250,F,40,2024-01-25 04:40:11,Incheon
user_251,M,50,2024-01-25 08:14:16,Seoul
user_252,F,60+,2024-01-25 08:52:26,Gyeonggi
user_253,M,50,2024-01-25 17:17:40,Gyeonggi
user_254,F,40,2024-01-25 17:33:49,Seoul
user_255,F,50,2024-01-25 18:22:33,Seoul
user_256,F,40,2024-01-25 20:37:10,Gyeonggi
user_257,F,20,2024-01-25 20:41:07,Gyeonggi
user_258,M,60+,2024-01-25 22:22:40,Incheon
user_259,F,20,2024-01-25 22:23:11,Other
user_260,F,20,2024-01-26 01:20:05,Other
user_261,F,20,2024-01-26 02:06:24,Seoul
user_262,F,30,2024-01-26 02:50:08,Gyeonggi
user_263,F,20,2024-01-26 05:30:33,Other
user_264,F,30,2024-01-26 06:01:46,Other
user_265,M,30,2024-01-26 15:04:58,Gyeonggi
user_266,M,30,2024-01-26 19:37:32,Busan
user_267,F,50,2024-01-26 20:22:20,Other
user_268,M,20,2024-01-26 23:37:28,Other
user_269,F,30,2024-01-27 07:08:02,Seoul
user_270,F,30,2024-01-27 08:54:38,Gyeonggi
user_271,M,20,2024-01-27 11:37:26,Gyeonggi
user_272,F,40,2024-01-27 14:46:35,Gyeonggi
user_273,M,10,2024-01-27 16:12:46,Gyeonggi
user_274,F,30,2024-01-27 16:28:39,Seoul
user_275,M,10,2024-01-28 00:23:06,Seoul
user_276,F,40,2024-01-28 06:08:48,Busan
user_277,F,50,2024-01-28 06:58:37,Seoul
user_278,M,40,2024-01-28 07:42:01,Gyeonggi
user_279,F,40,2024-01-28 08:04:14,Gyeonggi
user_280,F,10,2024-01-28 10:17:15,Gyeonggi
user_281,F,40,2024-01-28 11:44:30,Incheon
user_282,M,50,2024-01-28 12:47:46,Other
user_283,M,20,2024-01-28 13:21:34,Gyeonggi
user_284,F,50,2024-01-28 14:06:47,Gyeonggi
user_285,M,50,2024-01-28 20:48:27,Seoul
user_286,M,20,2024-01-28 22:03:57,Seoul
user_287,M,40,2024-01-28 22:49:58,Gyeonggi
user_288,F,40,2024-02-01 01:41:44,Other
user_289,F,30,2024-02-01 06:04:18,Incheon
user_290,F,50,2024-02-01 10:52:26,Seoul
user_291,M,40,2024-02-01 11:46:46,Other
user_292,F,40,2024-02-01 13:24:17,Incheon
user_293,F,60+,2024-02-01 15:12:16,Seoul
user_294,F,20,2024-02-01 17:21:17,Other
user_295,F,40,2024-02-01 17:52:06,Seoul
user_296,F,30,2024-02-01 19:41:57,Busan
user_297,M,50,2024-02-01 20:27:30,Gyeonggi
user_298,F,50,2024-02-01 21:32:49,Other
user_299,F,50,2024-02-01 22:49:20,Seoul
user_300,M,20,2024-02-02 08:36:30,Incheon
user_301,F,50,2024-02-02 09:18:09,Seoul
user_302,F,30,2024-02-02 11:10:41,Seoul
user_303,F,10,2024-02-02 13:07:47,Seoul
user_304,F,20,2024-02-02 16:18:15,Other
user_305,M,30,2024-02-02 20:09:16,Incheon
user_306,M,20,2024-02-02 20:57:43,Busan
user_307,F,40,2024-02-02 21:06:02,Gyeonggi
user_308,M,30,2024-02-02 21:39:20,Gyeonggi
user_309,M,30,2024-02-03 00:43:15,Gyeonggi
user_310,F,20,2024-02-03 03:29:54,Other
user_311,M,30,2024-02-03 07:07:31,Other
user_312,F,50,2024-02-03 08:44:49,Gyeonggi
user_313,M,30,2024-02-03 19:50:58,Daegu
user_314,F,40,2024-02-04 00:17:56,Seoul
user_315,M,30,2024-02-04 05:50:39,Other
user_316,F,10,2024-02-04 06:57:50,Busan
user_317,F,10,2024-02-04 11:45:40,Seoul
user_318,M,10,2024-02-04 16:30:56,Incheon
user_319,M,30,2024-02-04 19:04:53,Daegu
user_320,M,10,2024-02-05 01:11:46,Incheon
user_321,F,10,2024-02-05 01:12:43,Gyeonggi
user_322,M,40,2024-02-05 02:59:20,Seoul
user_323,F,60+,2024-02-05 03:39:37,Gyeonggi
user_324,F,30,2024-02-05 09:40:39,Gyeonggi
user_325,M,30,2024-02-05 09:43:05,Gyeonggi
user_326,F,20,2024-02-05 10:05:23,Gyeonggi
user_327,F,40,2024-02-05 12:39:36,Seoul
user_328,F,40,2024-02-05 13:25:53,Gyeonggi
user_329,F,30,2024-02-05 14:38:44,Other
user_330,F,40,2024-02-05 15:14:20,Seoul
user_331,F,20,2024-02-05 17:43:22,Gyeonggi
user_332,M,10,2024-02-05 23:16:51,Seoul
user_333,F,10,2024-02-06 02:57:23,Gyeonggi
user_334,F,50,2024-02-06 03:13:30,Seoul
user_335,M,50,2024-02-06 05:01:33,Gyeonggi
user_336,M,40,2024-02-06 06:17:36,Gyeonggi
user_337,M,20,2024-02-06 06:45:07,Gyeonggi
user_338,M,20,2024-02-06 07:14:22,Gyeonggi
user_339,F,10,2024-02-06 07:49:22,Busan
user_340,M,50,2024-02-06 18:04:30,Gyeonggi
user_341,M,40,2024-02-06 18:28:24,Seoul
user_342,M,30,2024-02-06 20:59:48,Gyeonggi
user_343,M,30,2024-02-06 21:28:54,Other
user_344,F,10,2024-02-07 02:28:57,Seoul
user_345,M,40,2024-02-07 12:03:27,Seoul
user_346,M,40,2024-02-07 15:54:46,Gyeonggi
user_347,F,20,2024-02-07 18:16:03,Seoul
user_348,M,30,2024-02-07 20:55:22,Gyeonggi
user_349,M,30,2024-02-07 22:47:52,Gyeonggi
user_350,M,20,2024-02-08 00:34:32,Other
user_351,F,50,2024-02-08 03:28:27,Gyeonggi
user_352,F,50,2024-02-08 06:20:03,Gyeonggi
user_353,M,40,2024-02-08 08:07:57,Daegu
user_354,M,30,2024-02-08 08:20:04,Incheon
user_355,F,30,2024-02-08 10:13:27,Gyeonggi
user_356,F,40,2024-02-08 13:27:29,Gyeonggi
user_357,F,30,2024-02-08 22:21:30,Gyeonggi
user_358,M,20,2024-02-08 22:34:07,Gyeonggi
user_359,M,10,2024-02-08 22:57:05,Daegu
user_360,F,30,2024-02-08 23:49:24,Gyeonggi
user_361,M,40,2024-02-09 00:20:57,Seoul
user_362,F,20,2024-02-09 08:51:52,Daegu
user_363,F,30,2024-02-09 10:51:59,Seoul
user_364,M,20,2024-02-09 13:38:59,Incheon
user_365,F,40,2024-02-09 22:07:24,Seoul
user_366,F,40,2024-02-09 23:30:12,Busan
user_367,M,10,2024-02-10 00:22:25,Incheon
user_368,F,20,2024-02-10 05:17:50,Seoul
user_369,F,20,2024-02-10 07:33:21,Other
user_370,F,30,2024-02-10 15:27:13,Gyeonggi
user_371,M,50,2024-02-10 15:59:42,Gyeonggi
user_372,M,20,2024-02-10 19:21:58,Busan
user_373,F,30,2024-02-10 21:42:04,Other
user_374,M,30,2024-02-11 03:14:21,Gyeonggi
user_375,F,30,2024-02-11 06:58:04,Incheon
user_376,F,60+,2024-02-11 12:02:20,Other
user_377,M,20,2024-02-11 15:43:02,Other
user_378,F,30,2024-02-11 18:16:09,Gyeonggi
user_379,M,40,2024-02-11 20:16:32,Gyeonggi
user_380,M,10,2024-02-12 00:21:49,Gyeonggi
user_381,M,10,2024-02-12 00:43:47,Gyeonggi
user_382,F,40,2024-02-12 05:45:57,Gyeonggi
user_383,M,10,2024-02-12 06:15:34,Gyeonggi
user_384,M,30,2024-02-12 15:12:27,Daegu
user_385,F,40,2024-02-12 20:46:04,Seoul
user_386,M,10,2024-02-12 20:51:55,Busan
user_387,M,20,2024-02-12 21:47:54,Other
user_388,F,40,2024-02-12 23:19:22,Seoul
user_389,M,40,2024-02-13 00:11:16,Incheon
user_390,M,30,2024-02-13 01:34:55,Seoul
user_391,F,20,2024-02-13 03:03:29,Gyeonggi
user_392,M,50,2024-02-13 03:20:10,Gyeonggi
user_393,F,50,2024-02-13 05:44:31,Gyeonggi
user_394,F,50,2024-02-13 06:54:11,Gyeonggi
user_395,F,60+,2024-02-13 07:36:16,Incheon
user_396,M,50,2024-02-13 13:42:12,Busan
user_397,F,50,2024-02-13 15:47:06,Gyeonggi
user_398,F,30,2024-02-13 20:01:04,Other
user_399,F,20,2024-02-13 20:16:45,Gyeonggi
user_400,M,10,2024-02-14 00:14:49,Gyeonggi
user_401,M,30,2024-02-14 03:16:37,Gyeonggi
user_402,F,30,2024-02-14 07:51:18,Gyeonggi
user_403,F,20,2024-02-14 12:01:58,Incheon
user_404,F,10,2024-02-14 12:30:43,Gyeonggi
user_405,F,50,2024-02-14 14:56:22,Busan
user_406,F,50,2024-02-14 17:50:25,Seoul
user_407,M,50,2024-02-14 21:01:06,Gyeonggi
user_408,F,30,2024-02-14 21:31:39,Seoul
user_409,M,20,2024-02-15 00:20:05,Seoul
user_410,M,30,2024-02-15 02:47:56,Gyeonggi
user_411,F,10,2024-02-15 10:48:50,Gyeonggi
user_412,M,20,2024-02-15 14:44:13,Seoul
user_413,F,10,2024-02-15 16:04:30,Incheon
user_414,M,30,2024-02-15 16:05:43,Gyeonggi
user_415,M,60+,2024-02-15 17:20:52,Other
user_416,M,30,2024-02-15 18:59:37,Gyeonggi
user_417,M,50,2024-02-15 19:51:49,Seoul
user_418,M,40,2024-02-16 01:36:43,Gyeonggi
user_419,F,40,2024-02-16 03:16:01,Other
user_420,F,50,2024-02-16 03:55:52,Gyeonggi
user_421,M,50,2024-02-16 06:11:29,Seoul
user_422,M,20,2024-02-16 07:01:33,Gyeonggi
user_423,F,20,2024-02-16 08:17:25,Gyeonggi
user_424,M,20,2024-02-16 09:58:43,Gyeonggi
user_425,M,20,2024-02-16 10:00:20,Seoul
user_426,M,30,2024-02-16 13:47:08,Busan
user_427,M,20,2024-02-16 18:17:33,Gyeonggi
user_428,F,30,2024-02-16 22:24:13,Gyeonggi
user_429,F,20,2024-02-17 01:16:15,Gyeonggi
user_430,M,30,2024-02-17 02:52:35,Seoul
user_431,F,30,2024-02-17 04:01:48,Seoul
user_432,M,50,2024-02-17 05:30:25,Seoul
user_433,F,30,2024-02-17 05:48:00,Busan
user_434,M,20,2024-02-17 08:41:09,Daegu
user_435,F,30,2024-02-17 14:03:12,Seoul
user_436,M,10,2024-02-17 16:20:52,Gyeonggi
user_437,M,30,2024-02-17 17:59:40,Other
user_438,F,20,2024-02-17 20:18:02,Busan
user_439,M,50,2024-02-17 22:06:47,Seoul
user_440,M,30,2024-02-18 02:43:36,Gyeonggi
user_441,F,40,2024-02-18 03:55:18,Daegu
user_442,F,50,2024-02-18 04:04:06,Gyeonggi
user_443,M,50,2024-02-18 06:29:12,Busan
user_444,M,10,2024-02-18 07:27:13,Seoul
user_445,F,20,2024-02-18 12:23:39,Other
user_446,F,30,2024-02-18 12:32:24,Other
user_447,M,40,2024-02-18 13:36:56,Seoul
user_448,M,20,2024-02-18 17:08:51,Gyeonggi
user_449,M,30,2024-02-18 19:16:56,Seoul
user_450,M,10,2024-02-19 01:58:37,Daegu
user_451,M,30,2024-02-19 03:06:12,Seoul
user_452,M,40,2024-02-19 05:04:05,Gyeonggi
user_453,M,30,2024-02-19 06:17:13,Gyeonggi
user_454,F,40,2024-02-19 15:03:49,Busan
user_455,F,20,2024-02-19 15:49:04,Daegu
user_456,F,20,2024-02-19 22:14:27,Busan
user_457,M,10,2024-02-20 02:11:41,Other
user_458,F,40,2024-02-20 03:21:07,Seoul
user_459,F,40,2024-02-20 05:07:46,Gyeonggi
user_460,F,30,2024-02-20 09:08:24,Gyeonggi
user_461,M,20,2024-02-20 10:53:06,Gyeonggi
user_462,M,20,2024-02-20 13:01:47,Busan
user_463,F,30,2024-02-20 19:53:37,Busan
user_464,M,30,2024-02-20 21:18:53,Seoul
user_465,F,20,2024-02-20 22:59:01,Gyeonggi
user_466,M,20,2024-02-20 23:02:31,Seoul
user_467,M,20,2024-02-21 00:59:03,Gyeonggi
user_468,F,20,2024-02-21 01:01:43,Gyeonggi
user_469,F,40,2024-02-21 06:09:59,Gyeonggi
user_470,M,20,2024-02-21 06:24:42,Gyeonggi
user_471,F,30,2024-02-21 08:04:12,Incheon
user_472,M,20,2024-02-21 10:11:20,Busan
user_473,F,40,2024-02-21 10:20:51,Other
user_474,M,10,2024-02-21 16:10:58,Other
user_475,M,30,2024-02-21 19:23:10,Seoul
user_476,M,40,2024-02-21 22:53:23,Daegu
user_477,M,40,2024-02-22 02:39:54,Incheon
user_478,M,30,2024-02-22 04:46:56,Seoul
user_479,M,20,2024-02-22 04:48:22,Gyeonggi
user_480,M,40,2024-02-22 07:21:13,Other
user_481,M,50,2024-02-22 08:19:03,Other
user_482,M,20,2024-02-22 14:28:19,Seoul
user_483,M,30,2024-02-22 18:24:04,Gyeonggi
user_484,F,30,2024-02-22 19:25:31,Seoul
user_485,M,40,2024-02-22 22:20:37,Incheon
user_486,M,10,2024-02-23 02:22:30,Incheon
user_487,F,20,2024-02-23 03:19:08,Busan
user_488,F,30,2024-02-23 03:42:28,Gyeonggi
user_489,M,40,2024-02-23 04:10:35,Gyeonggi
user_490,F,20,2024-02-23 13:07:14,Seoul
user_491,M,30,2024-02-23 13:55:23,Gyeonggi
user_492,M,30,2024-02-23 21:44:08,Busan
user_493,F,60+,2024-02-24 00:02:06,Seoul
user_494,F,10,2024-02-24 00:04:15,Other
user_495,F,30,2024-02-24 00:23:28,Other
user_496,M,30,2024-02-24 01:03:32,Incheon
user_497,F,30,2024-02-24 03:32:52,Seoul
user_498,F,20,2024-02-24 06:19:02,Gyeonggi
user_499,M,40,2024-02-24 17:49:36,Other
user_500,M,30,2024-02-24 18:49:56,Daegu
user_501,M,40,2024-02-24 23:06:01,Daegu
user_502,M,50,2024-02-25 09:33:37,Gyeonggi
user_503,M,20,2024-02-25 10:37:57,Seoul
user_504,F,50,2024-02-25 11:00:02,Gyeonggi
user_505,M,40,2024-02-25 13:22:59,Other
user_506,M,40,2024-02-25 20:00:25,Incheon
user_507,F,30,2024-02-26 03:40:55,Seoul
user_508,M,40,2024-02-26 03:42:54,Other
user_509,F,60+,2024-02-26 14:45:57,Other
user_510,M,30,2024-02-26 18:12:24,Gyeonggi
user_511,F,30,2024-02-26 18:20:12,Other
user_512,M,10,2024-02-26 22:00:54,Other
user_513,F,20,2024-02-27 00:23:28,Seoul
user_514,F,10,2024-02-27 02:28:15,Other
user_515,F,20,2024-02-27 03:26:43,Incheon
user_516,M,30,2024-02-27 05:38:17,Seoul
user_517,M,30,2024-02-27 06:35:33,Gyeonggi
user_518,F,30,2024-02-27 11:39:21,Gyeonggi
user_519,F,50,2024-02-27 12:06:49,Gyeonggi
user_520,F,30,2024-02-27 13:51:40,Seoul
user_521,F,30,2024-02-27 14:08:21,Other
user_522,F,30,2024-02-27 15:24:34,Other
