user_id,campaign_type,event_name,event_time
user_83,insurance,click_diagnosis,2024-03-01 17:17:40
user_83,insurance,identity_verification,2024-03-01 17:17:42
user_516,card,card_select,2024-03-01 22:20:23
user_516,card,identity_verification,2024-03-01 22:20:32
user_326,loan,click_compare,2024-03-02 18:29:33
user_429,insurance,event_participation,2024-03-03 12:07:22
user_480,card,card_select,2024-03-03 17:37:15
user_480,card,identity_verification,2024-03-03 17:37:17
user_368,card,card_select,2024-03-03 23:58:57
user_368,card,identity_verification,2024-03-03 23:59:03
user_234,loan,click_compare,2024-03-04 01:42:55
user_234,loan,check_limit,2024-03-04 01:43:04
user_234,loan,agree_terms,2024-03-04 01:43:09
user_215,card,card_select,2024-03-04 03:32:50
user_215,card,identity_verification,2024-03-04 03:32:59
user_131,card,card_select,2024-03-05 12:35:43
user_131,card,identity_verification,2024-03-05 12:35:44
user_324,loan,click_compare,2024-03-06 03:06:46
user_324,loan,check_limit,2024-03-06 03:06:55
user_82,insurance,event_participation,2024-03-06 21:24:03
user_82,insurance,click_diagnosis,2024-03-06 21:24:13
user_82,insurance,identity_verification,2024-03-06 21:24:14
user_256,insurance,event_participation,2024-03-06 22:18:20
user_256,insurance,click_diagnosis,2024-03-06 22:18:25
user_256,insurance,identity_verification,2024-03-06 22:18:29
user_485,card,card_select,2024-03-07 04:30:42
user_485,card,identity_verification,2024-03-07 04:30:44
user_98,loan,click_compare,2024-03-08 10:03:35
user_407,insurance,event_participation,2024-03-09 00:41:14
user_168,loan,click_compare,2024-03-09 01:46:22
user_168,loan,check_limit,2024-03-09 01:46:26
user_507,loan,click_compare,2024-03-11 08:52:59
user_507,loan,check_limit,2024-03-11 08:53:00
user_510,loan,click_compare,2024-03-12 06:15:27
user_191,loan,click_compare,2024-03-12 09:06:02
user_191,loan,check_limit,2024-03-12 09:06:05
user_411,card,card_select,2024-03-12 23:28:55
user_302,insurance,event_participation,2024-03-13 05:17:42
user_81,loan,click_compare,2024-03-13 07:33:28
user_608,loan,click_compare,2024-03-13 07:40:10
user_12,insurance,event_participation,2024-03-13 17:53:13
user_12,insurance,click_diagnosis,2024-03-13 17:53:22
user_12,insurance,identity_verification,2024-03-13 17:53:27
user_188,insurance,event_participation,2024-03-14 06:51:26
user_118,card,card_select,2024-03-14 18:19:46
user_302,card,card_select,2024-03-15 03:38:50
user_302,card,identity_verification,2024-03-15 03:38:56
user_580,card,card_select,2024-03-15 07:33:32
user_398,card,card_select,2024-03-15 14:23:13
user_457,loan,click_compare,2024-03-16 08:10:51
user_297,loan,click_compare,2024-03-17 09:09:32
user_349,loan,click_compare,2024-03-17 09:26:02
user_423,insurance,event_participation,2024-03-17 20:49:30
user_423,insurance,click_diagnosis,2024-03-17 20:49:39
user_423,insurance,identity_verification,2024-03-17 20:49:46
user_367,insurance,event_participation,2024-03-18 15:00:33
user_367,insurance,click_diagnosis,2024-03-18 15:00:43
user_219,card,card_select,2024-03-18 18:04:05
user_219,card,identity_verification,2024-03-18 18:04:07
user_221,loan,click_compare,2024-03-19 02:45:56
user_221,loan,check_limit,2024-03-19 02:45:57
user_360,card,card_select,2024-03-19 11:05:28
user_360,card,identity_verification,2024-03-19 11:05:36
user_444,insurance,event_participation,2024-03-19 12:12:18
user_444,insurance,click_diagnosis,2024-03-19 12:12:20
user_444,insurance,identity_verification,2024-03-19 12:12:21
user_287,card,card_select,2024-03-20 12:11:06
user_287,card,identity_verification,2024-03-20 12:11:08
user_287,card,join_event,2024-03-20 12:11:11
user_306,insurance,event_participation,2024-03-20 13:25:44
user_306,insurance,click_diagnosis,2024-03-20 13:25:52
user_306,insurance,identity_verification,2024-03-20 13:25:55
user_184,card,card_select,2024-03-20 14:36:05
user_184,card,identity_verification,2024-03-20 14:36:08
user_3,card,card_select,2024-03-20 15:29:39
user_3,card,identity_verification,2024-03-20 15:29:41
user_484,card,card_select,2024-03-21 06:25:38
user_484,card,identity_verification,2024-03-21 06:25:40
user_13,card,card_select,2024-03-21 07:01:01
user_13,card,identity_verification,2024-03-21 07:01:11
user_48,insurance,event_participation,2024-03-21 11:59:19
user_48,insurance,click_diagnosis,2024-03-21 11:59:24
user_464,insurance,event_participation,2024-03-21 12:51:59
user_464,insurance,click_diagnosis,2024-03-21 12:52:09
user_593,loan,click_compare,2024-03-22 03:28:23
user_593,loan,check_limit,2024-03-22 03:28:32
user_414,insurance,event_participation,2024-03-22 08:41:44
user_414,insurance,click_diagnosis,2024-03-22 08:41:54
user_414,insurance,identity_verification,2024-03-22 08:41:57
user_167,insurance,event_participation,2024-03-22 10:20:33
user_351,card,card_select,2024-03-22 22:46:31
user_106,card,card_select,2024-03-23 04:07:03
user_558,loan,click_compare,2024-03-23 06:17:23
user_704,loan,click_compare,2024-03-24 21:01:51
user_704,loan,check_limit,2024-03-24 21:01:52
user_699,card,card_select,2024-03-25 01:11:42
user_699,card,identity_verification,2024-03-25 01:11:52
user_505,insurance,event_participation,2024-03-25 06:13:02
user_698,card,card_select,2024-03-25 09:59:27
user_698,card,identity_verification,2024-03-25 09:59:35
user_50,card,card_select,2024-03-25 10:07:06
user_50,card,identity_verification,2024-03-25 10:07:09
user_17,loan,click_compare,2024-03-25 14:21:08
user_17,loan,check_limit,2024-03-25 14:21:09
user_185,card,card_select,2024-03-26 02:50:31
user_527,card,card_select,2024-03-26 05:29:24
user_539,card,card_select,2024-03-26 05:51:59
user_100,loan,click_compare,2024-03-27 07:16:45
user_425,loan,click_compare,2024-03-28 02:58:24
user_425,loan,check_limit,2024-03-28 02:58:27
user_711,card,card_select,2024-03-28 07:37:30
user_711,card,identity_verification,2024-03-28 07:37:40
user_262,card,card_select,2024-03-28 11:18:12
user_262,card,identity_verification,2024-03-28 11:18:15
user_455,loan,click_compare,2024-03-28 15:53:08
user_455,loan,check_limit,2024-03-28 15:53:16
user_455,loan,agree_terms,2024-03-28 15:53:19
user_138,loan,click_compare,2024-03-28 16:56:05
user_138,loan,check_limit,2024-03-28 16:56:15
user_411,loan,click_compare,2024-03-28 22:30:53
user_496,loan,click_compare,2024-03-29 03:27:41
user_496,loan,check_limit,2024-03-29 03:27:48
user_726,insurance,event_participation,2024-03-29 04:49:21
user_471,insurance,event_participation,2024-03-29 19:49:19
user_471,insurance,click_diagnosis,2024-03-29 19:49:29
user_471,insurance,identity_verification,2024-03-29 19:49:31
user_505,card,card_select,2024-03-29 23:08:08
user_505,card,identity_verification,2024-03-29 23:08:15
user_687,loan,click_compare,2024-03-30 09:30:09
user_687,loan,check_limit,2024-03-30 09:30:14
user_516,loan,click_compare,2024-03-30 15:55:23
user_516,loan,check_limit,2024-03-30 15:55:28
user_416,card,card_select,2024-03-30 22:07:39
user_416,card,identity_verification,2024-03-30 22:07:49
user_104,insurance,event_participation,2024-03-30 23:20:00
user_104,insurance,click_diagnosis,2024-03-30 23:20:10
user_104,insurance,identity_verification,2024-03-30 23:20:18
user_251,loan,click_compare,2024-03-31 21:46:17
user_251,loan,check_limit,2024-03-31 21:46:19
user_249,insurance,event_participation,2024-03-31 22:13:27
user_249,insurance,click_diagnosis,2024-03-31 22:13:29
user_249,insurance,identity_verification,2024-03-31 22:13:34
user_719,insurance,event_participation,2024-04-01 01:53:48
user_74,loan,click_compare,2024-04-01 18:43:33
user_74,loan,check_limit,2024-04-01 18:43:43
user_74,loan,agree_terms,2024-04-01 18:43:52
user_621,insurance,event_participation,2024-04-02 01:40:06
user_305,loan,click_compare,2024-04-02 17:22:26
user_305,loan,check_limit,2024-04-02 17:22:34
user_410,card,card_select,2024-04-02 23:11:01
user_63,loan,click_compare,2024-04-03 11:32:33
user_266,loan,click_compare,2024-04-04 04:23:38
user_266,loan,check_limit,2024-04-04 04:23:45
user_266,loan,agree_terms,2024-04-04 04:23:51
user_369,insurance,event_participation,2024-04-04 07:39:26
user_450,card,card_select,2024-04-05 07:49:42
user_450,card,identity_verification,2024-04-05 07:49:52
user_368,loan,click_compare,2024-04-05 12:59:56
user_368,loan,check_limit,2024-04-05 12:59:59
user_797,card,card_select,2024-04-05 15:36:53
user_797,card,identity_verification,2024-04-05 15:36:54
user_203,insurance,event_participation,2024-04-06 12:56:49
user_203,insurance,click_diagnosis,2024-04-06 12:56:52
user_768,card,card_select,2024-04-06 14:12:13
user_193,card,card_select,2024-04-06 21:55:03
user_193,card,identity_verification,2024-04-06 21:55:11
user_489,loan,click_compare,2024-04-07 01:32:44
user_446,card,card_select,2024-04-07 04:40:31
user_446,card,identity_verification,2024-04-07 04:40:33
user_604,insurance,event_participation,2024-04-07 07:15:17
user_604,insurance,click_diagnosis,2024-04-07 07:15:19
user_604,insurance,identity_verification,2024-04-07 07:15:24
user_270,insurance,event_participation,2024-04-07 07:15:46
user_270,insurance,click_diagnosis,2024-04-07 07:15:55
user_270,insurance,identity_verification,2024-04-07 07:16:03
user_456,insurance,event_participation,2024-04-07 08:21:28
user_456,insurance,click_diagnosis,2024-04-07 08:21:36
user_181,card,card_select,2024-04-07 09:15:51
user_453,card,card_select,2024-04-07 20:23:16
user_453,card,identity_verification,2024-04-07 20:23:18
user_285,card,card_select,2024-04-08 00:27:37
user_285,card,identity_verification,2024-04-08 00:27:41
user_191,card,card_select,2024-04-08 00:54:01
user_191,card,identity_verification,2024-04-08 00:54:09
user_272,card,card_select,2024-04-08 01:45:45
user_272,card,identity_verification,2024-04-08 01:45:51
user_577,card,card_select,2024-04-08 06:29:28
user_670,card,card_select,2024-04-08 06:36:56
user_86,loan,click_compare,2024-04-08 21:04:47
user_86,loan,check_limit,2024-04-08 21:04:57
user_208,card,card_select,2024-04-08 21:18:11
user_312,loan,click_compare,2024-04-09 07:58:50
user_207,card,card_select,2024-04-09 15:54:15
user_27,loan,click_compare,2024-04-09 22:08:18
user_139,card,card_select,2024-04-10 14:28:39
user_546,loan,click_compare,2024-04-10 17:01:00
user_630,loan,click_compare,2024-04-10 19:13:36
user_630,loan,check_limit,2024-04-10 19:13:45
user_630,loan,agree_terms,2024-04-10 19:13:52
user_812,card,card_select,2024-04-11 04:36:29
user_812,card,identity_verification,2024-04-11 04:36:34
user_443,loan,click_compare,2024-04-11 13:02:16
user_443,loan,check_limit,2024-04-11 13:02:23
user_679,insurance,event_participation,2024-04-12 02:39:47
user_679,insurance,click_diagnosis,2024-04-12 02:39:48
user_679,insurance,identity_verification,2024-04-12 02:39:52
user_252,insurance,event_participation,2024-04-12 18:02:29
user_770,insurance,event_participation,2024-04-12 22:31:51
user_385,card,card_select,2024-04-13 04:05:06
user_271,card,card_select,2024-04-13 07:34:35
user_98,card,card_select,2024-04-13 08:54:35
user_620,card,card_select,2024-04-13 12:43:51
user_620,card,identity_verification,2024-04-13 12:43:52
user_722,insurance,event_participation,2024-04-13 18:27:43
user_722,insurance,click_diagnosis,2024-04-13 18:27:47
user_722,insurance,identity_verification,2024-04-13 18:27:49
user_324,insurance,event_participation,2024-04-13 21:55:44
user_324,insurance,click_diagnosis,2024-04-13 21:55:48
user_324,insurance,identity_verification,2024-04-13 21:55:54
user_397,loan,click_compare,2024-04-13 23:00:16
user_397,loan,check_limit,2024-04-13 23:00:22
user_651,card,card_select,2024-04-13 23:07:50
user_651,card,identity_verification,2024-04-13 23:07:58
user_148,card,card_select,2024-04-14 09:37:58
user_148,card,identity_verification,2024-04-14 09:38:04
user_742,insurance,event_participation,2024-04-14 09:50:33
user_742,insurance,click_diagnosis,2024-04-14 09:50:40
user_742,insurance,identity_verification,2024-04-14 09:50:42
user_60,loan,click_compare,2024-04-14 19:26:46
user_473,card,card_select,2024-04-15 01:29:57
user_473,card,identity_verification,2024-04-15 01:29:59
user_791,insurance,event_participation,2024-04-15 09:07:29
user_259,insurance,event_participation,2024-04-15 12:49:19
user_259,insurance,click_diagnosis,2024-04-15 12:49:27
user_209,card,card_select,2024-04-15 17:02:44
user_263,insurance,event_participation,2024-04-16 16:29:43
user_895,loan,click_compare,2024-04-16 18:56:05
user_895,loan,check_limit,2024-04-16 18:56:07
user_894,loan,click_compare,2024-04-16 21:22:41
user_767,card,card_select,2024-04-17 05:42:33
user_767,card,identity_verification,2024-04-17 05:42:38
user_427,insurance,event_participation,2024-04-17 19:02:36
user_427,insurance,click_diagnosis,2024-04-17 19:02:37
user_427,insurance,identity_verification,2024-04-17 19:02:40
user_810,loan,click_compare,2024-04-17 19:45:17
user_810,loan,check_limit,2024-04-17 19:45:21
user_498,insurance,event_participation,2024-04-19 01:08:04
user_877,card,card_select,2024-04-19 03:07:43
user_127,loan,click_compare,2024-04-19 07:17:28
user_127,loan,check_limit,2024-04-19 07:17:35
user_437,card,card_select,2024-04-19 10:42:41
user_437,card,identity_verification,2024-04-19 10:42:44
user_80,card,card_select,2024-04-19 15:46:03
user_80,card,identity_verification,2024-04-19 15:46:07
user_909,card,card_select,2024-04-19 20:43:22
user_909,card,identity_verification,2024-04-19 20:43:32
user_10,card,card_select,2024-04-20 01:42:56
user_10,card,identity_verification,2024-04-20 01:43:00
user_272,loan,click_compare,2024-04-20 03:25:40
user_272,loan,check_limit,2024-04-20 03:25:50
user_558,card,card_select,2024-04-20 08:21:27
user_450,loan,click_compare,2024-04-20 19:20:41
user_688,card,card_select,2024-04-20 21:56:45
user_688,card,identity_verification,2024-04-20 21:56:46
user_714,insurance,event_participation,2024-04-21 09:10:21
user_714,insurance,click_diagnosis,2024-04-21 09:10:30
user_714,insurance,identity_verification,2024-04-21 09:10:32
user_533,card,card_select,2024-04-21 09:25:06
user_533,card,identity_verification,2024-04-21 09:25:11
user_1,insurance,event_participation,2024-04-21 13:03:14
user_1,insurance,click_diagnosis,2024-04-21 13:03:15
user_744,insurance,event_participation,2024-04-21 21:35:29
user_428,loan,click_compare,2024-04-21 22:13:18
user_428,loan,check_limit,2024-04-21 22:13:20
user_486,loan,click_compare,2024-04-22 12:12:37
user_486,loan,check_limit,2024-04-22 12:12:45
user_246,loan,click_compare,2024-04-22 12:53:25
user_31,card,card_select,2024-04-22 19:13:52
user_31,card,identity_verification,2024-04-22 19:13:55
user_786,loan,click_compare,2024-04-23 14:11:54
user_13,loan,click_compare,2024-04-23 15:23:02
user_562,loan,click_compare,2024-04-23 20:20:39
user_684,loan,click_compare,2024-04-24 04:08:17
user_684,loan,check_limit,2024-04-24 04:08:21
user_816,card,card_select,2024-04-24 10:39:40
user_33,card,card_select,2024-04-24 10:48:15
user_892,loan,click_compare,2024-04-24 16:26:35
user_892,loan,check_limit,2024-04-24 16:26:36
user_398,loan,click_compare,2024-04-25 02:53:08
user_854,loan,click_compare,2024-04-25 12:09:00
user_827,card,card_select,2024-04-25 12:43:17
user_639,card,card_select,2024-04-25 19:27:26
user_639,card,identity_verification,2024-04-25 19:27:33
user_883,loan,click_compare,2024-04-26 11:27:20
user_883,loan,check_limit,2024-04-26 11:27:30
user_23,insurance,event_participation,2024-04-27 13:24:48
user_23,insurance,click_diagnosis,2024-04-27 13:24:58
user_23,insurance,identity_verification,2024-04-27 13:25:07
user_494,loan,click_compare,2024-04-28 01:31:17
user_494,loan,check_limit,2024-04-28 01:31:24
user_232,insurance,event_participation,2024-04-28 01:56:48
user_232,insurance,click_diagnosis,2024-04-28 01:56:54
user_232,insurance,identity_verification,2024-04-28 01:57:03
user_52,insurance,event_participation,2024-04-28 11:54:23
user_525,loan,click_compare,2024-04-28 13:53:44
user_542,loan,click_compare,2024-04-28 20:24:38
user_542,loan,check_limit,2024-04-28 20:24:48
user_770,loan,click_compare,2024-04-29 01:30:54
user_73,loan,click_compare,2024-04-29 10:47:49
user_73,loan,check_limit,2024-04-29 10:47:50
user_801,insurance,event_participation,2024-04-29 16:09:50
user_801,insurance,click_diagnosis,2024-04-29 16:09:56
user_801,insurance,identity_verification,2024-04-29 16:09:57
user_25,card,card_select,2024-04-29 16:33:31
user_25,card,identity_verification,2024-04-29 16:33:37
user_578,loan,click_compare,2024-04-29 20:06:46
user_578,loan,check_limit,2024-04-29 20:06:50
user_974,insurance,event_participation,2024-04-30 05:37:41
user_974,insurance,click_diagnosis,2024-04-30 05:37:47
user_974,insurance,identity_verification,2024-04-30 05:37:55
user_547,card,card_select,2024-05-01 00:12:03
user_547,card,identity_verification,2024-05-01 00:12:04
user_547,card,join_event,2024-05-01 00:12:07
user_868,insurance,event_participation,2024-05-01 00:42:58
user_606,card,card_select,2024-05-01 03:15:00
user_335,card,card_select,2024-05-02 09:47:42
user_335,card,identity_verification,2024-05-02 09:47:50
user_727,card,card_select,2024-05-02 13:57:15
user_727,card,identity_verification,2024-05-02 13:57:21
user_986,insurance,event_participation,2024-05-02 15:32:43
user_599,card,card_select,2024-05-03 12:51:55
user_599,card,identity_verification,2024-05-03 12:52:05
user_949,insurance,event_participation,2024-05-03 18:54:30
user_949,insurance,click_diagnosis,2024-05-03 18:54:33
user_949,insurance,identity_verification,2024-05-03 18:54:41
user_898,insurance,event_participation,2024-05-03 19:51:50
user_898,insurance,click_diagnosis,2024-05-03 19:51:54
user_898,insurance,identity_verification,2024-05-03 19:52:02
user_638,card,card_select,2024-05-03 22:22:52
user_638,card,identity_verification,2024-05-03 22:23:00
user_359,loan,click_compare,2024-05-04 12:14:12
user_359,loan,check_limit,2024-05-04 12:14:17
user_1037,card,card_select,2024-05-04 13:04:22
user_1037,card,identity_verification,2024-05-04 13:04:28
user_835,loan,click_compare,2024-05-04 16:50:01
user_424,insurance,event_participation,2024-05-04 18:03:48
user_513,card,card_select,2024-05-04 20:34:38
user_513,card,identity_verification,2024-05-04 20:34:39
user_321,loan,click_compare,2024-05-04 21:55:50
user_311,card,card_select,2024-05-05 00:32:40
user_229,card,card_select,2024-05-05 07:22:35
user_94,insurance,event_participation,2024-05-05 07:49:00
user_94,insurance,click_diagnosis,2024-05-05 07:49:01
user_0,loan,click_compare,2024-05-05 08:00:47
user_0,loan,check_limit,2024-05-05 08:00:56
user_0,loan,agree_terms,2024-05-05 08:00:58
user_70,insurance,event_participation,2024-05-05 10:21:32
user_268,card,card_select,2024-05-05 11:12:33
user_268,card,identity_verification,2024-05-05 11:12:35
user_506,card,card_select,2024-05-05 12:56:35
user_245,insurance,event_participation,2024-05-05 17:24:26
user_245,insurance,click_diagnosis,2024-05-05 17:24:34
user_280,insurance,event_participation,2024-05-05 17:34:24
user_280,insurance,click_diagnosis,2024-05-05 17:34:29
user_280,insurance,identity_verification,2024-05-05 17:34:33
user_172,insurance,event_participation,2024-05-05 20:56:41
user_1002,card,card_select,2024-05-06 01:19:24
user_298,insurance,event_participation,2024-05-06 02:02:55
user_298,insurance,click_diagnosis,2024-05-06 02:02:59
user_298,insurance,identity_verification,2024-05-06 02:03:00
user_298,insurance,click_consult,2024-05-06 02:03:05
user_38,insurance,event_participation,2024-05-06 03:56:18
user_38,insurance,click_diagnosis,2024-05-06 03:56:23
user_38,insurance,identity_verification,2024-05-06 03:56:31
user_38,insurance,click_consult,2024-05-06 03:56:37
user_8,card,card_select,2024-05-06 08:01:02
user_8,card,identity_verification,2024-05-06 08:01:07
user_92,card,card_select,2024-05-06 16:01:48
user_907,card,card_select,2024-05-06 16:52:55
user_184,insurance,event_participation,2024-05-06 18:53:03
user_184,insurance,click_diagnosis,2024-05-06 18:53:08
user_184,insurance,identity_verification,2024-05-06 18:53:14
user_156,card,card_select,2024-05-07 09:15:58
user_339,loan,click_compare,2024-05-07 11:47:24
user_431,insurance,event_participation,2024-05-07 12:50:50
user_431,insurance,click_diagnosis,2024-05-07 12:51:00
user_431,insurance,identity_verification,2024-05-07 12:51:02
user_713,card,card_select,2024-05-07 18:49:01
user_713,card,identity_verification,2024-05-07 18:49:02
user_388,insurance,event_participation,2024-05-08 14:37:25
user_709,loan,click_compare,2024-05-08 15:43:46
user_709,loan,check_limit,2024-05-08 15:43:54
user_346,card,card_select,2024-05-09 01:55:50
user_346,card,identity_verification,2024-05-09 01:56:00
user_1011,insurance,event_participation,2024-05-09 02:57:51
user_259,loan,click_compare,2024-05-09 09:01:14
